meter_id,ts,kwh,version,flags
9FD76BE8A2B6,1767726000,,1,2
9FD76BE8A2B6,1767729600,0.663,1,0
9FD76BE8A2B6,1767733200,0.561,1,0
9FD76BE8A2B6,1767736800,0.437,1,0
9FD76BE8A2B6,1767740400,0.403,1,0
9FD76BE8A2B6,1767744000,0.392,1,0
9FD76BE8A2B6,1767747600,0.382,1,0
9FD76BE8A2B6,1767751200,,1,2
9FD76BE8A2B6,1767754800,0.417,1,0
9FD76BE8A2B6,1767758400,0.458,1,0
9FD76BE8A2B6,1767762000,0.503,1,0
9FD76BE8A2B6,1767765600,0.574,1,0
9FD76BE8A2B6,1767769200,0.654,1,0
9FD76BE8A2B6,1767772800,0.729,1,0
9FD76BE8A2B6,1767776400,0.818,1,0
9FD76BE8A2B6,1767780000,0.902,1,0
9FD76BE8A2B6,1767783600,0.944,1,0
9FD76BE8A2B6,1767787200,0.969,1,0
9FD76BE8A2B6,1767790800,1.034,1,0
9FD76BE8A2B6,1767794400,1.023,1,0
9FD76BE8A2B6,1767798000,0.981,1,0
9FD76BE8A2B6,1767801600,0.898,1,0
9FD76BE8A2B6,1767805200,0.894,1,0
9FD76BE8A2B6,1767808800,0.759,1,0
9FD76BE8A2B6,1767812400,0.664,1,0
9FD76BE8A2B6,1767816000,0.620,1,0
9FD76BE8A2B6,1767819600,0.509,1,0
9FD76BE8A2B6,1767823200,0.437,1,0
9FD76BE8A2B6,1767826800,0.412,1,0
9FD76BE8A2B6,1767830400,0.404,1,0
9FD76BE8A2B6,1767834000,0.411,1,0
9FD76BE8A2B6,1767837600,0.409,1,0
9FD76BE8A2B6,1767841200,0.382,1,0
9FD76BE8A2B6,1767844800,0.504,1,0
9FD76BE8A2B6,1767848400,0.499,1,0
9FD76BE8A2B6,1767852000,0.608,1,0
9FD76BE8A2B6,1767855600,0.734,1,0
9FD76BE8A2B6,1767859200,0.768,1,0
9FD76BE8A2B6,1767862800,0.846,1,0
9FD76BE8A2B6,1767866400,0.903,1,0
9FD76BE8A2B6,1767870000,0.986,1,0
9FD76BE8A2B6,1767873600,,1,2
9FD76BE8A2B6,1767877200,0.995,1,0
9FD76BE8A2B6,1767880800,0.971,1,0
9FD76BE8A2B6,1767884400,,1,2
9FD76BE8A2B6,1767888000,0.879,1,0
9FD76BE8A2B6,1767891600,0.902,1,0
9FD76BE8A2B6,1767895200,0.736,1,0
9FD76BE8A2B6,1767898800,0.735,1,0
9FD76BE8A2B6,1767902400,0.564,1,0
9FD76BE8A2B6,1767906000,0.552,1,0
9FD76BE8A2B6,1767909600,0.479,1,0
9FD76BE8A2B6,1767913200,0.404,1,0
9FD76BE8A2B6,1767916800,0.413,1,0
9FD76BE8A2B6,1767920400,0.356,1,0
9FD76BE8A2B6,1767924000,0.412,1,0
9FD76BE8A2B6,1767927600,0.420,1,0
9FD76BE8A2B6,1767927600,0.430,2,0
9FD76BE8A2B6,1767931200,0.486,1,0
9FD76BE8A2B6,1767934800,0.512,1,0
9FD76BE8A2B6,1767938400,0.640,1,0
9FD76BE8A2B6,1767942000,0.737,1,0
9FD76BE8A2B6,1767945600,0.785,1,0
9FD76BE8A2B6,1767949200,0.897,1,0
9FD76BE8A2B6,1767952800,0.885,1,0
9FD76BE8A2B6,1767956400,0.923,1,0
9FD76BE8A2B6,1767960000,1.025,1,0
9FD76BE8A2B6,1767963600,,1,2
9FD76BE8A2B6,1767967200,0.987,1,0
9FD76BE8A2B6,1767970800,1.012,1,0
9FD76BE8A2B6,1767974400,0.926,1,0
9FD76BE8A2B6,1767978000,0.886,1,0
9FD76BE8A2B6,1767981600,0.741,1,0
9FD76BE8A2B6,1767985200,0.710,1,0
9FD76BE8A2B6,1767988800,0.590,1,0
9FD76BE8A2B6,1767992400,0.570,1,0
9FD76BE8A2B6,1767996000,0.433,1,0
9FD76BE8A2B6,1767999600,0.413,1,0
9FD76BE8A2B6,1768003200,0.399,1,0
9FD76BE8A2B6,1768006800,0.369,1,0
9FD76BE8A2B6,1768010400,0.422,1,0
9FD76BE8A2B6,1768014000,0.407,1,0
9FD76BE8A2B6,1768017600,0.444,1,0
9FD76BE8A2B6,1768021200,0.577,1,0
9FD76BE8A2B6,1768024800,0.579,1,0
9FD76BE8A2B6,1768028400,0.716,1,0
9FD76BE8A2B6,1768032000,0.750,1,0
9FD76BE8A2B6,1768035600,0.823,1,0
9FD76BE8A2B6,1768039200,0.965,1,0
9FD76BE8A2B6,1768042800,0.930,1,0
9FD76BE8A2B6,1768046400,0.998,1,0
9FD76BE8A2B6,1768050000,1.044,1,0
9FD76BE8A2B6,1768053600,1.048,1,0
9FD76BE8A2B6,1768057200,0.995,1,0
9FD76BE8A2B6,1768060800,,1,2
9FD76BE8A2B6,1768064400,0.876,1,0
9FD76BE8A2B6,1768068000,0.795,1,0
9FD76BE8A2B6,1768071600,0.691,1,0
9FD76BE8A2B6,1768075200,0.587,1,0
9FD76BE8A2B6,1768078800,0.539,1,0
9FD76BE8A2B6,1768082400,0.497,1,0
9FD76BE8A2B6,1768086000,0.428,1,0
9FD76BE8A2B6,1768089600,0.354,1,0
9FD76BE8A2B6,1768093200,0.373,1,0
9FD76BE8A2B6,1768096800,0.358,1,0
9FD76BE8A2B6,1768100400,0.392,1,0
9FD76BE8A2B6,1768104000,0.476,1,0
9FD76BE8A2B6,1768107600,0.574,1,0
9FD76BE8A2B6,1768111200,0.630,1,0
9FD76BE8A2B6,1768114800,0.674,1,0
9FD76BE8A2B6,1768118400,0.767,1,0
9FD76BE8A2B6,1768122000,0.898,1,0
9FD76BE8A2B6,1768125600,0.919,1,0
9FD76BE8A2B6,1768129200,0.922,1,0
9FD76BE8A2B6,1768132800,1.010,1,0
9FD76BE8A2B6,1768136400,0.975,1,0
9FD76BE8A2B6,1768140000,0.999,1,0
9FD76BE8A2B6,1768143600,,1,2
9FD76BE8A2B6,1768147200,0.964,1,0
9FD76BE8A2B6,1768150800,,1,2
9FD76BE8A2B6,1768154400,0.763,1,0
9FD76BE8A2B6,1768158000,0.667,1,0
9FD76BE8A2B6,1768161600,0.597,1,0
9FD76BE8A2B6,1768165200,0.567,1,0
9FD76BE8A2B6,1768168800,0.422,1,0
9FD76BE8A2B6,1768172400,0.464,1,0
9FD76BE8A2B6,1768172400,0.474,2,0
9FD76BE8A2B6,1768176000,0.341,1,0
9FD76BE8A2B6,1768179600,0.357,1,0
9FD76BE8A2B6,1768183200,0.368,1,0
9FD76BE8A2B6,1768186800,0.416,1,0
9FD76BE8A2B6,1768190400,0.431,1,0
9FD76BE8A2B6,1768194000,0.494,1,0
9FD76BE8A2B6,1768197600,0.633,1,0
9FD76BE8A2B6,1768201200,0.689,1,0
9FD76BE8A2B6,1768204800,0.755,1,0
9FD76BE8A2B6,1768208400,0.814,1,0
9FD76BE8A2B6,1768212000,0.963,1,0
9FD76BE8A2B6,1768215600,0.927,1,0
9FD76BE8A2B6,1768219200,0.987,1,0
9FD76BE8A2B6,1768222800,,1,2
9FD76BE8A2B6,1768226400,0.951,1,0
9FD76BE8A2B6,1768230000,0.961,1,0
9FD76BE8A2B6,1768233600,0.946,1,0
9FD76BE8A2B6,1768237200,0.829,1,0
9FD76BE8A2B6,1768240800,0.786,1,0
9FD76BE8A2B6,1768244400,0.690,1,0
9FD76BE8A2B6,1768248000,0.643,1,0
9FD76BE8A2B6,1768251600,0.492,1,0
9FD76BE8A2B6,1768255200,,1,2
9FD76BE8A2B6,1768258800,0.387,1,0
9FD76BE8A2B6,1768262400,0.360,1,0
9FD76BE8A2B6,1768266000,,1,2
9FD76BE8A2B6,1768269600,0.361,1,0
9FD76BE8A2B6,1768273200,0.418,1,0
9FD76BE8A2B6,1768276800,0.479,1,0
9FD76BE8A2B6,1768280400,0.497,1,0
9FD76BE8A2B6,1768284000,0.654,1,0
9FD76BE8A2B6,1768287600,0.729,1,0
9FD76BE8A2B6,1768291200,0.813,1,0
9FD76BE8A2B6,1768294800,0.867,1,0
9FD76BE8A2B6,1768298400,0.877,1,0
9FD76BE8A2B6,1768302000,0.998,1,0
9FD76BE8A2B6,1768305600,1.011,1,0
9FD76BE8A2B6,1768309200,1.046,1,0
9FD76BE8A2B6,1768312800,,1,2
9FD76BE8A2B6,1768316400,1.012,1,0
9FD76BE8A2B6,1768320000,0.925,1,0
9FD76BE8A2B6,1768323600,0.836,1,0
9FD76BE8A2B6,1768327200,0.809,1,0
9FD76BE8A2B6,1768330800,0.658,1,0
9FD76BE8A2B6,1768334400,0.571,1,0
9FD76BE8A2B6,1768338000,0.573,1,0
9FD76BE8A2B6,1768341600,0.424,1,0
9FD76BE8A2B6,1768345200,,1,2
9FD76BE8A2B6,1768348800,0.397,1,0
9FD76BE8A2B6,1768352400,0.369,1,0
9FD76BE8A2B6,1768356000,0.429,1,0
9FD76BE8A2B6,1768359600,0.422,1,0
9FD76BE8A2B6,1768363200,0.511,1,0
9FD76BE8A2B6,1768366800,0.543,1,0
9FD76BE8A2B6,1768370400,0.654,1,0
9FD76BE8A2B6,1768374000,,1,2
9FD76BE8A2B6,1768377600,0.819,1,0
9FD76BE8A2B6,1768381200,0.841,1,0
9FD76BE8A2B6,1768384800,0.954,1,0
9FD76BE8A2B6,1768388400,0.929,1,0
9FD76BE8A2B6,1768392000,1.035,1,0
9FD76BE8A2B6,1768395600,0.995,1,0
9FD76BE8A2B6,1768399200,1.010,1,0
9FD76BE8A2B6,1768402800,0.955,1,0
9FD76BE8A2B6,1768406400,0.876,1,0
9FD76BE8A2B6,1768410000,0.866,1,0
9FD76BE8A2B6,1768413600,0.737,1,0
9FD76BE8A2B6,1768417200,0.743,1,0
9FD76BE8A2B6,1768420800,0.610,1,0
9FD76BE8A2B6,1768424400,0.562,1,0
9FD76BE8A2B6,1768428000,0.482,1,0
9FD76BE8A2B6,1768431600,0.387,1,0
9FD76BE8A2B6,1768435200,0.391,1,0
9FD76BE8A2B6,1768438800,0.363,1,0
9FD76BE8A2B6,1768442400,,1,2
9FD76BE8A2B6,1768446000,0.394,1,0
9FD76BE8A2B6,1768449600,,1,2
9FD76BE8A2B6,1768453200,0.544,1,0
9FD76BE8A2B6,1768456800,0.582,1,0
9FD76BE8A2B6,1768460400,0.689,1,0
9FD76BE8A2B6,1768464000,0.778,1,0
9FD76BE8A2B6,1768467600,0.888,1,0
9FD76BE8A2B6,1768471200,0.902,1,0
9FD76BE8A2B6,1768474800,,1,2
9FD76BE8A2B6,1768478400,0.962,1,0
9FD76BE8A2B6,1768482000,1.056,1,0
9FD76BE8A2B6,1768485600,1.030,1,0
9FD76BE8A2B6,1768489200,1.011,1,0
9FD76BE8A2B6,1768492800,0.929,1,0
9FD76BE8A2B6,1768496400,,1,2
9FD76BE8A2B6,1768500000,0.757,1,0
9FD76BE8A2B6,1768503600,0.718,1,0
9FD76BE8A2B6,1768507200,0.647,1,0
9FD76BE8A2B6,1768510800,0.583,1,0
9FD76BE8A2B6,1768514400,0.511,1,0
9FD76BE8A2B6,1768518000,0.378,1,0
9FD76BE8A2B6,1768521600,0.369,1,0
9FD76BE8A2B6,1768525200,0.382,1,0
9FD76BE8A2B6,1768528800,0.439,1,0
9FD76BE8A2B6,1768532400,0.453,1,0
9FD76BE8A2B6,1768536000,0.485,1,0
9FD76BE8A2B6,1768539600,0.544,1,0
9FD76BE8A2B6,1768543200,,1,2
9FD76BE8A2B6,1768546800,0.660,1,0
9FD76BE8A2B6,1768550400,0.795,1,0
9FD76BE8A2B6,1768554000,0.812,1,0
9FD76BE8A2B6,1768557600,0.905,1,0
9FD76BE8A2B6,1768561200,0.923,1,0
9FD76BE8A2B6,1768564800,1.032,1,0
9FD76BE8A2B6,1768568400,1.018,1,0
9FD76BE8A2B6,1768572000,0.998,1,0
9FD76BE8A2B6,1768575600,0.935,1,0
9FD76BE8A2B6,1768579200,0.948,1,0
9FD76BE8A2B6,1768582800,0.865,1,0
9FD76BE8A2B6,1768586400,0.786,1,0
9FD76BE8A2B6,1768590000,0.675,1,0
9FD76BE8A2B6,1768593600,0.609,1,0
9FD76BE8A2B6,1768597200,0.513,1,0
9FD76BE8A2B6,1768600800,0.426,1,0
9FD76BE8A2B6,1768604400,0.407,1,0
9FD76BE8A2B6,1768608000,0.351,1,0
9FD76BE8A2B6,1768611600,0.403,1,0
9FD76BE8A2B6,1768615200,0.389,1,0
9FD76BE8A2B6,1768618800,0.459,1,0
9FD76BE8A2B6,1768622400,0.461,1,0
9FD76BE8A2B6,1768626000,0.560,1,0
9FD76BE8A2B6,1768629600,0.580,1,0
9FD76BE8A2B6,1768633200,0.688,1,0
9FD76BE8A2B6,1768636800,0.776,1,0
9FD76BE8A2B6,1768640400,0.843,1,0
9FD76BE8A2B6,1768644000,0.921,1,0
9FD76BE8A2B6,1768647600,0.963,1,0
9FD76BE8A2B6,1768651200,0.961,1,0
9FD76BE8A2B6,1768654800,0.984,1,0
9FD76BE8A2B6,1768658400,0.967,1,0
9FD76BE8A2B6,1768662000,0.990,1,0
9FD76BE8A2B6,1768662000,1.000,2,0
9FD76BE8A2B6,1768665600,0.886,1,0
9FD76BE8A2B6,1768669200,0.902,1,0
9FD76BE8A2B6,1768672800,0.732,1,0
9FD76BE8A2B6,1768676400,0.712,1,0
9FD76BE8A2B6,1768680000,0.619,1,0
9FD76BE8A2B6,1768683600,0.573,1,0
9FD76BE8A2B6,1768687200,0.457,1,0
9FD76BE8A2B6,1768690800,0.419,1,0
9FD76BE8A2B6,1768694400,0.345,1,0
9FD76BE8A2B6,1768698000,0.398,1,0
9FD76BE8A2B6,1768701600,0.440,1,0
9FD76BE8A2B6,1768705200,0.452,1,0
9FD76BE8A2B6,1768708800,0.454,1,0
9FD76BE8A2B6,1768712400,0.561,1,0
9FD76BE8A2B6,1768716000,0.582,1,0
9FD76BE8A2B6,1768719600,0.647,1,0
9FD76BE8A2B6,1768723200,0.770,1,0
9FD76BE8A2B6,1768726800,0.888,1,0
9FD76BE8A2B6,1768730400,0.958,1,0
9FD76BE8A2B6,1768734000,1.005,1,0
9FD76BE8A2B6,1768737600,0.967,1,0
9FD76BE8A2B6,1768741200,1.005,1,0
9FD76BE8A2B6,1768744800,1.043,1,0
9FD76BE8A2B6,1768748400,0.925,1,0
9FD76BE8A2B6,1768752000,0.904,1,0
9FD76BE8A2B6,1768755600,0.844,1,0
9FD76BE8A2B6,1768759200,0.821,1,0
9FD76BE8A2B6,1768762800,0.662,1,0
9FD76BE8A2B6,1768766400,0.572,1,0
9FD76BE8A2B6,1768770000,0.570,1,0
9FD76BE8A2B6,1768773600,0.488,1,0
9FD76BE8A2B6,1768777200,0.414,1,0
9FD76BE8A2B6,1768780800,0.405,1,0
9FD76BE8A2B6,1768780800,0.415,2,0
9FD76BE8A2B6,1768784400,0.393,1,0
9FD76BE8A2B6,1768788000,0.434,1,0
9FD76BE8A2B6,1768791600,0.469,1,0
9FD76BE8A2B6,1768795200,0.437,1,0
9FD76BE8A2B6,1768798800,0.562,1,0
9FD76BE8A2B6,1768802400,0.587,1,0
9FD76BE8A2B6,1768806000,0.657,1,0
9FD76BE8A2B6,1768809600,,1,2
9FD76BE8A2B6,1768813200,0.844,1,0
9FD76BE8A2B6,1768816800,0.891,1,0
9FD76BE8A2B6,1768820400,0.999,1,0
9FD76BE8A2B6,1768824000,1.019,1,0
9FD76BE8A2B6,1768827600,0.999,1,0
9FD76BE8A2B6,1768831200,0.952,1,0
9FD76BE8A2B6,1768834800,0.950,1,0
9FD76BE8A2B6,1768838400,0.901,1,0
9FD76BE8A2B6,1768842000,0.863,1,0
9FD76BE8A2B6,1768845600,0.807,1,0
9FD76BE8A2B6,1768849200,0.693,1,0
9FD76BE8A2B6,1768852800,0.607,1,0
9FD76BE8A2B6,1768856400,0.491,1,0
9FD76BE8A2B6,1768860000,0.474,1,0
9FD76BE8A2B6,1768863600,0.434,1,0
9FD76BE8A2B6,1768867200,0.438,1,0
9FD76BE8A2B6,1768870800,0.361,1,0
9FD76BE8A2B6,1768874400,0.352,1,0
9FD76BE8A2B6,1768878000,0.444,1,0
9FD76BE8A2B6,1768881600,0.521,1,0
9FD76BE8A2B6,1768885200,0.533,1,0
9FD76BE8A2B6,1768888800,0.633,1,0
9FD76BE8A2B6,1768892400,0.651,1,0
9FD76BE8A2B6,1768896000,,1,2
9FD76BE8A2B6,1768899600,0.846,1,0
9FD76BE8A2B6,1768903200,0.939,1,0
9FD76BE8A2B6,1768906800,0.934,1,0
9FD76BE8A2B6,1768910400,0.970,1,0
9FD76BE8A2B6,1768914000,0.967,1,0
9FD76BE8A2B6,1768917600,,1,2
9FD76BE8A2B6,1768921200,0.991,1,0
9FD76BE8A2B6,1768924800,0.931,1,0
9FD76BE8A2B6,1768928400,0.850,1,0
9FD76BE8A2B6,1768932000,0.783,1,0
9FD76BE8A2B6,1768935600,0.723,1,0
9FD76BE8A2B6,1768939200,0.662,1,0
9FD76BE8A2B6,1768942800,0.506,1,0
9FD76BE8A2B6,1768946400,0.467,1,0
9FD76BE8A2B6,1768950000,0.381,1,0
9FD76BE8A2B6,1768953600,0.349,1,0
9FD76BE8A2B6,1768957200,0.392,1,0
9FD76BE8A2B6,1768960800,0.347,1,0
9FD76BE8A2B6,1768964400,0.434,1,0
9FD76BE8A2B6,1768968000,0.461,1,0
9FD76BE8A2B6,1768971600,0.573,1,0
9FD76BE8A2B6,1768975200,,1,2
9FD76BE8A2B6,1768978800,0.723,1,0
9FD76BE8A2B6,1768982400,0.800,1,0
9FD76BE8A2B6,1768986000,0.837,1,0
9FD76BE8A2B6,1768989600,0.871,1,0
9FD76BE8A2B6,1768993200,0.937,1,0
9FD76BE8A2B6,1768996800,0.991,1,0
9FD76BE8A2B6,1769000400,0.968,1,0
9FD76BE8A2B6,1769004000,1.048,1,0
9FD76BE8A2B6,1769007600,,1,2
9FD76BE8A2B6,1769011200,0.906,1,0
9FD76BE8A2B6,1769014800,0.831,1,0
9FD76BE8A2B6,1769018400,0.775,1,0
9FD76BE8A2B6,1769022000,0.682,1,0
9FD76BE8A2B6,1769025600,0.658,1,0
9FD76BE8A2B6,1769029200,0.535,1,0
9FD76BE8A2B6,1769032800,0.472,1,0
9FD76BE8A2B6,1769036400,0.380,1,0
9FD76BE8A2B6,1769040000,0.420,1,0
9FD76BE8A2B6,1769043600,0.404,1,0
9FD76BE8A2B6,1769047200,0.427,1,0
9FD76BE8A2B6,1769050800,-0.396,1,4
9FD76BE8A2B6,1769054400,,1,2
9FD76BE8A2B6,1769058000,0.577,1,0
9FD76BE8A2B6,1769061600,,1,2
9FD76BE8A2B6,1769065200,0.721,1,0
9FD76BE8A2B6,1769068800,0.819,1,0
9FD76BE8A2B6,1769072400,0.822,1,0
9FD76BE8A2B6,1769076000,0.923,1,0
9FD76BE8A2B6,1769079600,0.967,1,0
9FD76BE8A2B6,1769083200,1.033,1,0
9FD76BE8A2B6,1769086800,0.963,1,0
9FD76BE8A2B6,1769090400,0.981,1,0
9FD76BE8A2B6,1769094000,0.960,1,0
9FD76BE8A2B6,1769097600,0.943,1,0
9FD76BE8A2B6,1769101200,0.818,1,0
9FD76BE8A2B6,1769104800,0.751,1,0
9FD76BE8A2B6,1769108400,,1,2
9FD76BE8A2B6,1769112000,0.643,1,0
9FD76BE8A2B6,1769115600,0.553,1,0
9FD76BE8A2B6,1769119200,0.510,1,0
9FD76BE8A2B6,1769122800,0.440,1,0
9FD76BE8A2B6,1769126400,0.374,1,0
9FD76BE8A2B6,1769130000,0.426,1,0
9FD76BE8A2B6,1769133600,0.420,1,0
9FD76BE8A2B6,1769137200,0.410,1,0
9FD76BE8A2B6,1769140800,0.486,1,0
9FD76BE8A2B6,1769144400,0.494,1,0
9FD76BE8A2B6,1769148000,0.577,1,0
9FD76BE8A2B6,1769151600,0.712,1,0
9FD76BE8A2B6,1769155200,0.760,1,0
9FD76BE8A2B6,1769158800,0.875,1,0
9FD76BE8A2B6,1769162400,0.941,1,0
9FD76BE8A2B6,1769166000,1.004,1,0
9FD76BE8A2B6,1769169600,0.983,1,0
9FD76BE8A2B6,1769173200,,1,2
9FD76BE8A2B6,1769176800,1.030,1,0
9FD76BE8A2B6,1769180400,0.942,1,0
9FD76BE8A2B6,1769184000,0.897,1,0
9FD76BE8A2B6,1769187600,0.870,1,0
9FD76BE8A2B6,1769191200,,1,2
9FD76BE8A2B6,1769194800,0.651,1,0
9FD76BE8A2B6,1769198400,0.615,1,0
9FD76BE8A2B6,1769202000,0.500,1,0
9FD76BE8A2B6,1769205600,0.469,1,0
9FD76BE8A2B6,1769209200,0.423,1,0
9FD76BE8A2B6,1769212800,0.354,1,0
9FD76BE8A2B6,1769216400,0.382,1,0
9FD76BE8A2B6,1769220000,,1,2
9FD76BE8A2B6,1769223600,0.445,1,0
9FD76BE8A2B6,1769227200,0.422,1,0
9FD76BE8A2B6,1769230800,0.507,1,0
9FD76BE8A2B6,1769234400,0.600,1,0
9FD76BE8A2B6,1769238000,0.737,1,0
9FD76BE8A2B6,1769241600,0.794,1,0
9FD76BE8A2B6,1769245200,0.885,1,0
9FD76BE8A2B6,1769248800,0.926,1,0
9FD76BE8A2B6,1769252400,1.018,1,0
9FD76BE8A2B6,1769256000,1.039,1,0
9FD76BE8A2B6,1769259600,1.018,1,0
9FD76BE8A2B6,1769263200,1.050,1,0
9FD76BE8A2B6,1769266800,1.011,1,0
9FD76BE8A2B6,1769270400,,1,2
9FD76BE8A2B6,1769274000,0.885,1,0
9FD76BE8A2B6,1769277600,0.765,1,0
9FD76BE8A2B6,1769281200,0.663,1,0
9FD76BE8A2B6,1769284800,0.570,1,0
9FD76BE8A2B6,1769288400,0.532,1,0
9FD76BE8A2B6,1769292000,0.458,1,0
9FD76BE8A2B6,1769295600,0.428,1,0
9FD76BE8A2B6,1769299200,0.375,1,0
9FD76BE8A2B6,1769302800,0.394,1,0
9FD76BE8A2B6,1769306400,0.413,1,0
9FD76BE8A2B6,1769310000,0.447,1,0
9FD76BE8A2B6,1769313600,0.503,1,0
9FD76BE8A2B6,1769317200,,1,2
9FD76BE8A2B6,1769320800,0.644,1,0
9FD76BE8A2B6,1769324400,0.709,1,0
9FD76BE8A2B6,1769328000,0.768,1,0
9FD76BE8A2B6,1769331600,0.842,1,0
9FD76BE8A2B6,1769335200,0.909,1,0
9FD76BE8A2B6,1769338800,0.924,1,0
9FD76BE8A2B6,1769342400,1.003,1,0
9FD76BE8A2B6,1769346000,,1,2
9FD76BE8A2B6,1769349600,1.005,1,0
9FD76BE8A2B6,1769353200,0.951,1,0
9FD76BE8A2B6,1769356800,0.945,1,0
9FD76BE8A2B6,1769360400,0.888,1,0
9FD76BE8A2B6,1769364000,0.825,1,0
9FD76BE8A2B6,1769367600,0.706,1,0
9FD76BE8A2B6,1769371200,0.611,1,0
9FD76BE8A2B6,1769374800,0.528,1,0
9FD76BE8A2B6,1769378400,0.484,1,0
9FD76BE8A2B6,1769382000,0.384,1,0
9FD76BE8A2B6,1769385600,0.434,1,0
9FD76BE8A2B6,1769389200,,1,2
9FD76BE8A2B6,1769392800,0.400,1,0
9FD76BE8A2B6,1769396400,0.394,1,0
9FD76BE8A2B6,1769400000,0.467,1,0
9FD76BE8A2B6,1769403600,0.584,1,0
9FD76BE8A2B6,1769407200,0.568,1,0
9FD76BE8A2B6,1769410800,0.665,1,0
9FD76BE8A2B6,1769414400,0.730,1,0
9FD76BE8A2B6,1769418000,0.885,1,0
9FD76BE8A2B6,1769421600,0.879,1,0
9FD76BE8A2B6,1769425200,0.929,1,0
9FD76BE8A2B6,1769428800,0.987,1,0
9FD76BE8A2B6,1769432400,0.963,1,0
9FD76BE8A2B6,1769436000,1.003,1,0
9FD76BE8A2B6,1769439600,0.924,1,0
9FD76BE8A2B6,1769443200,0.955,1,0
9FD76BE8A2B6,1769446800,0.839,1,0
9FD76BE8A2B6,1769450400,0.766,1,0
9FD76BE8A2B6,1769454000,0.703,1,0
9FD76BE8A2B6,1769457600,0.626,1,0
9FD76BE8A2B6,1769461200,0.536,1,0
9FD76BE8A2B6,1769464800,0.430,1,0
9FD76BE8A2B6,1769468400,0.396,1,0
9FD76BE8A2B6,1769472000,0.371,1,0
9FD76BE8A2B6,1769475600,0.343,1,0
9FD76BE8A2B6,1769479200,0.340,1,0
9FD76BE8A2B6,1769482800,0.468,1,0
9FD76BE8A2B6,1769486400,0.491,1,0
9FD76BE8A2B6,1769490000,0.498,1,0
9FD76BE8A2B6,1769493600,,1,2
9FD76BE8A2B6,1769497200,0.656,1,0
9FD76BE8A2B6,1769500800,0.823,1,0
9FD76BE8A2B6,1769504400,0.828,1,0
9FD76BE8A2B6,1769508000,0.878,1,0
9FD76BE8A2B6,1769511600,0.971,1,0
9FD76BE8A2B6,1769515200,1.009,1,0
9FD76BE8A2B6,1769518800,1.012,1,0
9FD76BE8A2B6,1769522400,1.031,1,0
9FD76BE8A2B6,1769526000,0.998,1,0
9FD76BE8A2B6,1769526000,1.008,2,0
9FD76BE8A2B6,1769529600,0.879,1,0
9FD76BE8A2B6,1769533200,0.814,1,0
9FD76BE8A2B6,1769536800,0.731,1,0
9FD76BE8A2B6,1769540400,0.657,1,0
9FD76BE8A2B6,1769544000,0.656,1,0
9FD76BE8A2B6,1769547600,0.505,1,0
9FD76BE8A2B6,1769551200,0.481,1,0
9FD76BE8A2B6,1769554800,0.400,1,0
9FD76BE8A2B6,1769558400,0.440,1,0
9FD76BE8A2B6,1769562000,0.345,1,0
9FD76BE8A2B6,1769565600,0.434,1,0
9FD76BE8A2B6,1769569200,0.417,1,0
9FD76BE8A2B6,1769572800,0.513,1,0
9FD76BE8A2B6,1769572800,0.523,2,0
9FD76BE8A2B6,1769576400,0.499,1,0
9FD76BE8A2B6,1769580000,0.628,1,0
9FD76BE8A2B6,1769583600,0.649,1,0
9FD76BE8A2B6,1769587200,0.825,1,0
9FD76BE8A2B6,1769590800,,1,2
9FD76BE8A2B6,1769594400,0.947,1,0
9FD76BE8A2B6,1769598000,0.969,1,0
9FD76BE8A2B6,1769601600,1.001,1,0
9FD76BE8A2B6,1769605200,0.968,1,0
9FD76BE8A2B6,1769608800,0.996,1,0
9FD76BE8A2B6,1769612400,0.980,1,0
9FD76BE8A2B6,1769616000,0.927,1,0
9FD76BE8A2B6,1769619600,0.874,1,0
9FD76BE8A2B6,1769623200,0.736,1,0
9FD76BE8A2B6,1769626800,0.696,1,0
9FD76BE8A2B6,1769630400,0.593,1,0
9FD76BE8A2B6,1769634000,0.578,1,0
9FD76BE8A2B6,1769637600,0.451,1,0
9FD76BE8A2B6,1769641200,0.457,1,0
9FD76BE8A2B6,1769644800,0.344,1,0
9FD76BE8A2B6,1769648400,0.403,1,0
9FD76BE8A2B6,1769652000,0.398,1,0
9FD76BE8A2B6,1769655600,,1,2
9FD76BE8A2B6,1769659200,0.494,1,0
9FD76BE8A2B6,1769662800,0.584,1,0
9FD76BE8A2B6,1769666400,0.577,1,0
9FD76BE8A2B6,1769670000,0.701,1,0
9FD76BE8A2B6,1769673600,0.811,1,0
9FD76BE8A2B6,1769677200,0.850,1,0
9FD76BE8A2B6,1769680800,0.924,1,0
9FD76BE8A2B6,1769684400,0.951,1,0
9FD76BE8A2B6,1769688000,1.037,1,0
9FD76BE8A2B6,1769691600,0.962,1,0
9FD76BE8A2B6,1769695200,0.968,1,0
9FD76BE8A2B6,1769698800,0.981,1,0
9FD76BE8A2B6,1769702400,0.895,1,0
9FD76BE8A2B6,1769706000,0.860,1,0
9FD76BE8A2B6,1769709600,0.810,1,0
9FD76BE8A2B6,1769713200,0.707,1,0
9FD76BE8A2B6,1769716800,0.620,1,0
9FD76BE8A2B6,1769720400,0.559,1,0
9FD76BE8A2B6,1769724000,0.505,1,0
9FD76BE8A2B6,1769727600,0.428,1,0
